y,p,r,flex1,flex2,flex3,flex4,x
0.46,-1.06,0.24,1023.00,1023.00,1023.00,1023.00,71

1023.00,1023.00,0.24,1023.00,1023.00,1023.00,1023.00,71

0.08,-1.64,2.31,1023.00,1023.00,1022.00,1023.00,72

0.08,-1.69,2.31,1023.00,1023.00,1023.00,1023.00,73

0.08,-1.69,2.32,1023.00,1023.00,1023.00,1023.00,74

0.09,-1.71,2.31,1023.00,1023.00,1023.00,1023.00,75

0.14,-1.82,2.28,1023.00,1023.00,1023.00,1023.00,76

0.17,-2.19,2.09,1023.00,1023.00,1023.00,1023.00,77

0.15,-2.68,2.03,1023.00,1023.00,1023.00,1022.00,78

0.18,-3.16,2.07,1023.00,1023.00,1023.00,1023.00,79

0.20,-3.70,2.07,1023.00,1023.00,1023.00,1023.00,80

0.17,-4.27,2.18,1023.00,1020.00,1021.00,1020.00,81

0.19,-4.74,2.28,1023.00,1018.00,1019.00,1018.00,82

0.19,-4.96,2.04,1023.00,1016.00,1017.00,1016.00,83

0.24,-5.13,1.40,1023.00,1015.00,1015.00,1015.00,84

0.22,-5.26,0.81,1023.00,1022.00,1022.00,1022.00,85

-0.04,-5.55,0.28,1023.00,1019.00,1018.00,1019.00,86

-0.16,-5.70,-0.06,1023.00,1021.00,1022.00,1021.00,87

-0.05,-5.72,-0.17,1023.00,1022.00,1022.00,1022.00,88

0.09,-6.04,-0.38,1023.00,1021.00,1021.00,1021.00,89

0.07,-7.03,-0.49,1023.00,1023.00,1023.00,1022.00,90

-0.31,-9.05,0.08,1023.00,1023.00,1023.00,1023.00,91

-0.87,-11.69,1.63,1023.00,1023.00,1023.00,1023.00,92

-1.19,-14.93,3.09,1023.00,1023.00,1023.00,1023.00,93

-1.64,-18.25,4.29,1023.00,1023.00,1023.00,1023.00,94

-2.19,-21.95,4.72,1023.00,975.00,1023.00,1023.00,95

-2.72,-24.99,4.88,1023.00,940.00,1023.00,1023.00,96

-3.42,-27.32,4.99,1023.00,931.00,1023.00,979.00,97

-4.04,-28.96,5.46,1023.00,916.00,1023.00,1014.00,98

-4.37,-29.97,6.02,1023.00,894.00,1023.00,1023.00,99

-4.49,-30.68,6.55,1023.00,862.00,1023.00,1023.00,100

-4.52,-31.56,7.00,1023.00,839.00,1023.00,1007.00,101

-4.79,-32.74,7.14,1023.00,821.00,1023.00,1005.00,102

-4.61,-34.00,6.88,1023.00,792.00,1023.00,1005.00,103

-4.56,-35.64,6.53,1023.00,765.00,997.00,1005.00,104

-4.38,-37.12,6.41,1023.00,761.00,956.00,988.00,105

-4.18,-38.16,6.57,1023.00,745.00,973.00,980.00,106

-4.17,-39.05,7.13,1023.00,745.00,994.00,979.00,107

-4.02,-39.64,7.86,1020.00,756.00,1023.00,978.00,108

-3.86,-39.99,8.68,1023.00,775.00,1023.00,979.00,109

-3.65,-40.42,9.39,1023.00,768.00,1005.00,982.00,110

-3.40,-40.90,9.65,1023.00,780.00,1007.00,984.00,111

-3.38,-41.21,9.85,1023.00,790.00,1007.00,978.00,112

-3.59,-41.16,10.26,1023.00,803.00,1008.00,978.00,113

-3.69,-41.03,10.42,1023.00,801.00,1008.00,1002.00,114

-3.76,-40.94,10.08,1023.00,799.00,1023.00,1002.00,115

-3.90,-40.74,9.47,1023.00,797.00,1023.00,1002.00,116

-4.24,-40.07,8.65,1023.00,800.00,1023.00,1004.00,117

-4.67,-38.31,7.32,1023.00,826.00,1023.00,1004.00,118

-4.78,-35.48,5.78,1023.00,850.00,1023.00,1005.00,119

-3.89,-31.62,4.40,1023.00,918.00,1023.00,1008.00,120

-2.58,-27.16,3.50,1023.00,937.00,1023.00,1023.00,121

-1.24,-22.70,2.89,1023.00,965.00,1023.00,1023.00,122

0.11,-18.58,2.66,1023.00,993.00,1023.00,1023.00,123

1.20,-14.45,2.73,1023.00,999.00,1023.00,1023.00,124

1.30,-10.31,2.60,1023.00,1003.00,1023.00,1023.00,125

0.93,-6.79,1.90,1023.00,1023.00,1009.00,1023.00,126

1.11,-4.30,1.02,1022.00,1023.00,1008.00,1023.00,127

1.26,-2.66,0.08,1023.00,1023.00,1007.00,1023.00,128

0.94,-1.91,-0.69,1023.00,1023.00,1019.00,1023.00,129

0.62,-0.83,-0.73,1023.00,1023.00,1022.00,1022.00,130

0.41,0.67,-0.24,1023.00,1023.00,1023.00,1022.00,131

-0.23,1.58,0.02,1023.00,1023.00,1023.00,1023.00,132

-0.69,2.09,0.47,1023.00,1023.00,1023.00,1023.00,133

-1.32,2.37,0.27,1023.00,1023.00,1023.00,1023.00,134

-1.90,2.78,0.75,1023.00,1023.00,1023.00,1023.00,135

-2.27,2.51,0.72,1023.00,1023.00,1023.00,1023.00,136

-2.79,2.02,0.73,1023.00,1023.00,1023.00,1023.00,137

-3.54,1.42,1.23,1023.00,1023.00,1023.00,1023.00,138

-4.02,0.81,1.34,1023.00,1023.00,1023.00,1023.00,139

-4.03,0.34,1.22,1023.00,1023.00,1023.00,1023.00,140

-3.87,0.15,1.51,1023.00,1022.00,1023.00,1023.00,141

-3.25,-1.13,1.96,1023.00,1023.00,1023.00,1023.00,142

-3.25,-1.17,1.94,1023.00,1023.00,1023.00,1023.00,143

-3.24,-1.19,1.96,1023.00,1023.00,1023.00,1023.00,144

-3.23,-1.27,1.91,1023.00,1023.00,1023.00,1023.00,145

-3.20,-1.45,1.87,1023.00,1023.00,1023.00,1023.00,146

-3.18,-1.86,1.79,1023.00,1023.00,1023.00,1023.00,147

-3.01,-2.44,1.45,1023.00,1023.00,1023.00,1023.00,148

-2.69,-2.81,0.93,1023.00,1023.00,1023.00,1023.00,149

-2.42,-3.15,0.10,1023.00,1023.00,1023.00,1023.00,150

-2.10,-3.33,-0.46,1023.00,1023.00,1023.00,1023.00,151

-1.70,-3.22,-0.32,1023.00,1023.00,1023.00,1023.00,152

-1.37,-3.17,-0.51,1023.00,1023.00,1023.00,1023.00,153

-1.01,-2.66,-0.52,1023.00,1023.00,1023.00,1023.00,154

-0.51,-1.89,-0.20,1023.00,1023.00,1023.00,1023.00,155

-0.13,-1.17,-0.29,1023.00,1023.00,1023.00,1023.00,156

0.33,-0.59,-0.62,1023.00,1023.00,1023.00,1023.00,157

0.89,-0.38,-0.97,1023.00,1022.00,1021.00,1022.00,158

1.33,-0.74,-0.97,1023.00,1023.00,1023.00,1023.00,159

1.61,-2.20,-1.05,1023.00,1020.00,1020.00,1021.00,160

1.40,-4.95,-1.08,1023.00,1023.00,1023.00,1023.00,161

0.98,-8.16,0.07,1023.00,1023.00,1023.00,1023.00,162

0.99,-11.50,1.59,1023.00,1023.00,1023.00,1023.00,163

1.02,-15.68,2.37,1023.00,1023.00,1023.00,1023.00,164

0.76,-20.40,2.24,1023.00,1023.00,1023.00,1023.00,165

0.24,-24.46,1.95,1023.00,995.00,1023.00,1023.00,166

-0.42,-27.49,1.74,1023.00,981.00,1023.00,1023.00,167

-0.84,-29.78,1.83,1023.00,994.00,1023.00,1023.00,168

-1.22,-31.90,2.29,1023.00,1002.00,1023.00,1022.00,169

-1.71,-33.60,2.83,1023.00,999.00,1023.00,1022.00,170

-2.11,-35.13,3.20,1023.00,989.00,1023.00,1023.00,171

-2.21,-36.64,3.32,1023.00,988.00,1023.00,1023.00,172

-2.03,-37.70,3.60,1023.00,989.00,1023.00,1023.00,173

-2.32,-38.60,3.83,1023.00,936.00,1017.00,1023.00,174

-2.41,-39.48,4.08,1023.00,892.00,1001.00,1023.00,175

-2.87,-40.35,4.04,1023.00,867.00,1023.00,1012.00,176

-3.54,-41.16,3.90,1023.00,831.00,1023.00,1008.00,177

-4.38,-42.16,3.60,1023.00,823.00,1023.00,1010.00,178

-4.48,-42.61,3.10,1023.00,839.00,1023.00,1023.00,179

-4.73,-42.75,3.25,1023.00,843.00,1018.00,1023.00,180

-5.02,-42.73,3.56,1023.00,843.00,1023.00,1023.00,181

-5.14,-42.67,3.56,1023.00,846.00,1023.00,1023.00,182

-5.27,-42.72,3.42,1023.00,852.00,1023.00,1023.00,183

-5.29,-42.62,3.21,1023.00,863.00,1023.00,1023.00,184

-5.09,-41.93,2.69,1023.00,879.00,1023.00,1023.00,185

-4.87,-40.35,1.57,1023.00,935.00,1023.00,1023.00,186

-4.22,-37.77,0.43,1023.00,978.00,1023.00,1023.00,187

-3.18,-34.18,0.08,1023.00,973.00,1023.00,1023.00,188

-1.64,-29.70,0.54,1023.00,989.00,1023.00,1023.00,189

-0.34,-24.63,1.34,1023.00,1007.00,1023.00,1023.00,190

0.60,-19.67,2.36,1023.00,1023.00,1023.00,1023.00,191

0.90,-14.83,3.25,1023.00,1023.00,1023.00,1023.00,192

0.68,-10.13,3.50,1023.00,1023.00,1023.00,1023.00,193

1.04,-4.90,3.75,1023.00,1023.00,1023.00,1023.00,194

1.30,-0.33,4.00,1023.00,1022.00,1023.00,1022.00,195

0.90,2.55,3.38,1023.00,1023.00,1023.00,1023.00,196

0.98,4.33,3.22,1023.00,1023.00,1023.00,1023.00,197

1.17,4.87,2.44,1023.00,1023.00,1023.00,1023.00,198

1.02,5.05,1.70,1023.00,1023.00,1023.00,1023.00,199

0.79,5.42,1.66,1023.00,1023.00,1023.00,1023.00,200

0.70,5.41,1.27,1023.00,1023.00,1023.00,1023.00,201

0.36,4.94,1.13,1023.00,1023.00,1023.00,1023.00,202

-0.23,4.47,1.54,1023.00,1023.00,1023.00,1023.00,203

-0.92,3.97,1.70,1023.00,1023.00,1023.00,1023.00,204

-1.78,3.34,1.56,1023.00,1023.00,1023.00,1023.00,205

-2.72,2.52,1.23,1023.00,1023.00,1023.00,1023.00,206

-3.52,1.85,1.11,1023.00,1023.00,1023.00,1023.00,207

-4.12,1.15,0.71,1023.00,1023.00,1023.00,1023.00,208

-4.53,0.40,0.32,1023.00,1023.00,1023.00,1023.00,209

-4.69,-0.11,0.33,1023.00,1023.00,1023.00,1023.00,210

-4.54,0.11,0.69,1023.00,1023.00,1023.00,1023.00,211

-3.71,-1.37,1.89,1023.00,1023.00,1023.00,1023.00,212

-3.68,-1.46,1.80,1023.00,1023.00,1023.00,1023.00,213

-3.67,-1.52,1.83,1023.00,1023.00,1023.00,1023.00,214

-3.68,-1.66,1.79,1023.00,1023.00,1023.00,1023.00,215

-3.68,-1.82,1.79,1023.00,1023.00,1023.00,1023.00,216

-3.72,-2.16,1.58,1023.00,1023.00,1023.00,1023.00,217

-3.82,-2.75,1.55,1023.00,1023.00,1023.00,1023.00,218

-3.98,-3.47,1.75,1023.00,1023.00,1023.00,1023.00,219

-3.86,-4.03,1.47,1023.00,1023.00,1023.00,1023.00,220

-3.64,-4.68,0.78,1023.00,1023.00,1023.00,1023.00,221

-3.35,-4.81,0.65,1023.00,1023.00,1023.00,1023.00,222

-2.83,-4.54,0.78,1023.00,1023.00,1023.00,1023.00,223

-2.26,-4.16,0.28,1023.00,1023.00,1023.00,1023.00,224

-1.49,-3.72,-0.28,1023.00,1023.00,1023.00,1023.00,225

-0.50,-3.71,-1.18,1023.00,1023.00,1023.00,1023.00,226

0.54,-4.45,-2.04,1023.00,1023.00,1023.00,1023.00,227

1.08,-5.69,-2.12,1023.00,1023.00,1023.00,1023.00,228

1.04,-7.05,-1.19,1023.00,1023.00,1023.00,1023.00,229

0.75,-9.31,0.94,1023.00,1023.00,1023.00,1023.00,230

0.69,-12.30,3.61,1023.00,1023.00,1023.00,1023.00,231

0.76,-15.40,5.61,1023.00,1023.00,1023.00,1023.00,232

0.84,-18.42,7.02,1023.00,1023.00,1023.00,1023.00,233

0.88,-21.43,7.39,1023.00,1023.00,1023.00,1023.00,234

0.50,-24.89,6.59,1023.00,1023.00,1023.00,1023.00,235

0.03,-28.23,5.90,1023.00,1023.00,1023.00,1023.00,236

-0.44,-30.76,5.44,1023.00,992.00,1023.00,1023.00,237

-0.72,-32.67,5.98,1023.00,1005.00,1023.00,1023.00,238

-0.88,-34.04,6.98,1023.00,1013.00,1023.00,1022.00,239

-0.84,-34.96,8.18,1023.00,1023.00,1023.00,986.00,240

-0.89,-36.24,9.42,1023.00,1023.00,1023.00,1023.00,241

-1.37,-38.08,10.22,1023.00,1023.00,1023.00,1023.00,242

-1.74,-39.60,10.74,1023.00,993.00,1023.00,1023.00,243

-1.46,-40.94,11.45,1023.00,939.00,1023.00,1023.00,244

-1.20,-42.29,12.22,1023.00,931.00,1023.00,1004.00,245

-1.27,-43.37,13.10,1023.00,925.00,1023.00,1023.00,246

-1.05,-44.39,13.75,1023.00,919.00,1023.00,1023.00,247

-0.75,-45.62,14.05,1023.00,900.00,1023.00,1023.00,248

-0.55,-46.74,14.57,1023.00,909.00,1023.00,1023.00,249

-0.52,-47.60,15.23,1023.00,907.00,1023.00,1023.00,250

-0.28,-48.27,15.51,1023.00,909.00,1023.00,1022.00,251

-0.27,-48.83,15.67,1023.00,921.00,1023.00,1023.00,252

-0.38,-49.04,16.14,1023.00,892.00,1023.00,1023.00,253

-0.51,-48.98,16.50,1023.00,901.00,1023.00,1023.00,254

-0.61,-49.09,16.47,1023.00,911.00,1023.00,1023.00,255

-0.88,-49.34,16.28,1021.00,923.00,1023.00,1023.00,256

-0.91,-49.32,16.18,1023.00,925.00,1023.00,1023.00,257

-0.92,-49.08,15.87,1023.00,940.00,1023.00,1023.00,258

-0.88,-48.79,15.34,1023.00,949.00,1023.00,1023.00,259

-1.19,-48.10,14.59,1023.00,957.00,1023.00,1023.00,260

-1.93,-46.18,13.57,1023.00,961.00,1023.00,1023.00,261

-2.17,-42.96,11.93,1023.00,995.00,1023.00,1023.00,262

-1.60,-38.86,10.79,1023.00,997.00,1023.00,1023.00,263

-1.12,-34.33,10.21,1023.00,1004.00,1023.00,1023.00,264

-0.45,-29.47,10.09,1023.00,1023.00,1023.00,1023.00,265

0.37,-24.70,10.34,1023.00,1023.00,1023.00,1023.00,266

0.67,-20.87,10.30,1023.00,1023.00,1023.00,1023.00,267

0.61,-17.69,9.79,1023.00,1023.00,1023.00,1023.00,268

0.76,-15.15,9.41,1023.00,1023.00,1023.00,1023.00,269

0.83,-12.90,8.80,1023.00,1023.00,1023.00,1023.00,270

0.89,-10.81,8.33,1023.00,1022.00,1021.00,1022.00,271

1.07,-9.10,8.12,1023.00,1022.00,1022.00,1023.00,272

0.93,-7.19,8.72,1023.00,1023.00,1022.00,1022.00,273

0.63,-5.65,8.86,1023.00,1023.00,1023.00,1023.00,274

0.37,-4.35,8.78,1023.00,1022.00,1022.00,1022.00,275

0.21,-3.20,9.44,1023.00,1023.00,1023.00,1023.00,276

-0.04,-1.97,9.99,1023.00,1023.00,1023.00,1023.00,277

-0.24,-1.24,10.09,1023.00,1023.00,1023.00,1023.00,278

-0.40,-0.83,9.49,1023.00,1023.00,1023.00,1023.00,279

-0.50,-0.31,9.27,1023.00,1023.00,1023.00,1023.00,280

-0.52,-0.19,8.90,1023.00,1023.00,1023.00,1023.00,281

1023.00,1023.00,8.90,1023.00,1023.00,1023.00,1023.00,281

-0.12,-2.43,4.92,1023.00,1023.00,1023.00,1023.00,282

-0.11,-2.56,4.92,1023.00,1023.00,1023.00,1023.00,283

-0.12,-2.79,4.88,1023.00,1023.00,1023.00,1023.00,284

-0.13,-3.18,4.90,1023.00,1023.00,1023.00,1023.00,285

-0.05,-4.00,4.88,1023.00,1023.00,1023.00,1023.00,286

0.11,-5.14,4.64,1022.00,1022.00,1023.00,1023.00,287

0.55,-5.66,4.24,1023.00,1023.00,1023.00,1023.00,288

1.20,-5.36,2.65,1023.00,1023.00,1023.00,1023.00,289

1.74,-4.02,1.77,1023.00,1023.00,1023.00,1023.00,290

2.19,-2.35,1.27,1023.00,1023.00,1023.00,1023.00,291

2.70,-0.84,0.56,1023.00,1023.00,1023.00,1023.00,292

3.39,0.17,-0.27,1023.00,1023.00,1023.00,1022.00,293

4.01,0.04,-1.21,1023.00,1023.00,1023.00,1023.00,294

4.30,-1.38,-1.75,1023.00,1023.00,1023.00,1022.00,295

3.98,-4.30,-1.21,1023.00,1019.00,1021.00,1020.00,296

3.38,-8.72,0.87,1023.00,1023.00,1023.00,1023.00,297

2.99,-12.86,3.80,1023.00,1023.00,1023.00,1023.00,298

2.69,-17.17,5.64,1023.00,1023.00,1023.00,1023.00,299

2.37,-21.50,5.87,1023.00,1023.00,1023.00,1023.00,300

1.90,-25.42,5.13,1023.00,1023.00,1023.00,1023.00,301

1.41,-28.54,4.58,1023.00,1023.00,1023.00,1023.00,302

0.69,-30.86,4.33,1023.00,991.00,1023.00,1023.00,303

-0.58,-32.79,4.16,1023.00,1023.00,1023.00,1023.00,304

-1.89,-34.84,4.39,1023.00,996.00,1023.00,1023.00,305

-2.59,-36.89,5.34,1023.00,998.00,1023.00,1023.00,306

-3.06,-38.87,6.34,1023.00,1005.00,1005.00,1023.00,307

-3.88,-40.62,6.68,1023.00,1007.00,1001.00,1023.00,308

-4.27,-42.18,6.85,1023.00,1009.00,1001.00,1023.00,309

-4.40,-43.62,7.44,1023.00,1023.00,1001.00,1023.00,310

-4.24,-44.91,8.30,1023.00,1001.00,1002.00,1023.00,311

-4.35,-46.20,8.79,1023.00,971.00,1002.00,1023.00,312

-4.27,-47.28,9.08,1023.00,965.00,1000.00,1023.00,313

-4.30,-48.18,9.64,1023.00,967.00,999.00,1023.00,314

-4.52,-48.87,10.17,1023.00,978.00,1000.00,1023.00,315

-4.73,-49.32,10.35,1020.00,977.00,1000.00,1023.00,316

-5.05,-49.53,10.42,1021.00,983.00,1002.00,1023.00,317

-5.35,-49.44,10.74,1021.00,987.00,1002.00,1023.00,318

-5.51,-49.09,10.81,1023.00,1015.00,1003.00,1023.00,319

-5.32,-48.73,10.30,1023.00,1023.00,1002.00,1023.00,320

-5.24,-47.89,9.13,1023.00,1019.00,1003.00,1023.00,321

-5.39,-45.56,7.94,1023.00,998.00,1002.00,1023.00,322

-4.91,-41.82,7.56,1023.00,1010.00,1023.00,1022.00,323

-3.53,-37.04,7.83,1023.00,1023.00,1023.00,1023.00,324

-1.79,-31.78,8.12,1023.00,1023.00,1023.00,1023.00,325

-0.46,-26.63,8.10,1023.00,1023.00,1023.00,1023.00,326

0.31,-22.29,7.88,1023.00,1023.00,1023.00,1023.00,327

0.63,-19.08,7.25,1023.00,1023.00,1023.00,1023.00,328

0.75,-17.06,6.08,1023.00,1023.00,1023.00,1023.00,329

1.07,-15.80,5.01,1023.00,1023.00,1023.00,1023.00,330

1.25,-14.77,4.20,1023.00,1023.00,1023.00,1023.00,331

1.34,-12.97,3.65,1023.00,1022.00,1023.00,1022.00,332

1.18,-11.26,3.26,1023.00,1022.00,1022.00,1021.00,333

1.12,-9.23,3.27,1023.00,1022.00,1021.00,1022.00,334

0.76,-7.71,2.60,1023.00,1018.00,1017.00,1015.00,335

0.53,-6.25,2.06,1023.00,1022.00,1023.00,1023.00,336

0.35,-5.04,1.90,1023.00,1023.00,1023.00,1023.00,337

0.21,-4.21,1.68,1023.00,1023.00,1023.00,1023.00,338

0.09,-3.92,1.63,1023.00,1023.00,1023.00,1023.00,339

0.02,-4.02,1.79,1023.00,1023.00,1023.00,1023.00,340

0.03,-3.94,2.47,1023.00,1023.00,1023.00,1023.00,341

0.10,-3.99,3.02,1023.00,1023.00,1023.00,1023.00,342

0.04,-4.26,3.47,1023.00,1023.00,1023.00,1023.00,343

-0.14,-4.59,3.65,1023.00,1023.00,1023.00,1023.00,344

-0.27,-4.26,4.45,1022.00,1023.00,1023.00,1023.00,345

-0.16,-3.77,4.34,1023.00,1023.00,1023.00,1023.00,346

-0.40,-3.66,3.93,1023.00,1023.00,1023.00,1023.00,347

-0.49,-3.47,4.26,1023.00,1023.00,1023.00,1023.00,348

-0.35,-3.08,4.49,1023.00,1023.00,1023.00,1023.00,349

-0.18,-2.54,3.97,1023.00,1023.00,1023.00,1023.00,350

-0.15,-2.27,3.64,1023.00,1023.00,1023.00,1023.00,351

1023.00,1023.00,3.64,1023.00,1023.00,1023.00,1023.00,351

0.45,-2.66,3.62,1023.00,1023.00,1023.00,1023.00,352

0.45,-2.69,3.65,1023.00,1023.00,1023.00,1023.00,353

0.46,-2.71,3.64,1023.00,1023.00,1023.00,1023.00,354

0.46,-2.75,3.60,1023.00,1023.00,1021.00,1023.00,355

0.46,-2.87,3.65,1023.00,1023.00,1022.00,1023.00,356

0.50,-3.10,3.66,1023.00,1023.00,1023.00,1023.00,357

0.57,-3.39,3.48,1023.00,1023.00,1023.00,1023.00,358

0.64,-3.98,3.44,1023.00,1023.00,1023.00,1023.00,359

0.77,-5.11,3.32,1023.00,1023.00,1023.00,1023.00,360

0.90,-6.35,3.07,1023.00,1023.00,1023.00,1023.00,361

1.03,-7.27,2.75,1023.00,1023.00,1023.00,1023.00,362

1.10,-8.22,2.61,1023.00,1020.00,1021.00,1021.00,363

1.13,-9.34,2.09,1023.00,1022.00,1022.00,1021.00,364

1.57,-9.31,1.94,1023.00,1018.00,1019.00,1020.00,365

2.24,-8.65,2.43,1023.00,1022.00,1022.00,1022.00,366

2.88,-8.20,2.74,1023.00,1022.00,1022.00,1021.00,367

3.49,-8.25,2.71,1023.00,1022.00,1021.00,1022.00,368

4.05,-9.12,2.50,1023.00,1023.00,1023.00,1022.00,369

4.35,-11.81,2.11,1023.00,1023.00,1023.00,1023.00,370

4.46,-15.38,2.32,1023.00,1023.00,1023.00,1023.00,371

4.82,-19.17,3.33,1023.00,1023.00,1023.00,1023.00,372

5.06,-23.31,4.38,1023.00,1023.00,1023.00,1023.00,373

5.02,-27.83,5.10,1023.00,1023.00,1023.00,1023.00,374

4.73,-32.13,5.76,1023.00,979.00,1023.00,1023.00,375

4.07,-35.55,6.30,1023.00,976.00,1023.00,1023.00,376

3.57,-37.89,6.92,1023.00,980.00,1023.00,1023.00,377

3.61,-39.31,8.04,1023.00,994.00,1023.00,1023.00,378

3.53,-40.36,9.28,1023.00,1006.00,1023.00,1023.00,379

3.06,-41.27,10.32,1023.00,1023.00,1023.00,1023.00,380

2.89,-42.32,11.42,1023.00,1023.00,1005.00,1023.00,381

2.85,-43.36,11.84,1023.00,1023.00,1001.00,1023.00,382

2.88,-44.39,11.73,1023.00,972.00,1001.00,1023.00,383

2.58,-45.65,11.99,1023.00,967.00,1000.00,1023.00,384

2.50,-46.72,12.30,1023.00,966.00,999.00,1023.00,385

2.40,-47.52,12.32,1013.00,978.00,1001.00,1023.00,386

2.02,-48.11,12.52,1013.00,981.00,1000.00,1023.00,387

